type, event, jet, pt, mass, eta, phi, charge
2,306,1,36.1682,-2.82101e-06,-1.07567,5.94812,0
1,306,1,191.212,42.1041,-1.18731,5.92405,0.0524476
2,306,2,1.054,0.13957,1.15194,2.45386,-1
2,306,2,1.05275,0.13957,1.02457,3.16171,-1
2,306,2,1.26728,0.49368,0.740841,2.44249,-1
2,306,2,2.32032,0.93827,0.819315,2.88728,-1
2,306,2,3.53919,0.13957,0.753706,2.88385,1
2,306,2,2.39801,5.16191e-08,0.775549,2.87938,0
2,306,2,6.4089,0.13957,0.741495,2.82665,-1
2,306,2,2.60691,0.93827,0.869362,2.7036,1
2,306,2,2.85044,1.19209e-07,0.696862,2.73054,0
2,306,2,9.02931,0.13957,0.807181,2.71355,-1
2,306,2,6.78775,0.49761,0.783908,2.71026,0
2,306,2,31.0579,8.92081e-07,0.752821,2.72575,0
2,306,2,6.41766,0.13957,0.753794,2.71897,1
2,306,2,1.80285,0.13957,0.724637,2.79232,-1
2,306,2,4.27703,0.13957,0.806023,2.7827,1
2,306,2,40.8499,0.13957,0.763161,2.77396,1
2,306,2,25.9975,8.25906e-07,0.781843,2.78052,0
1,306,2,149.386,17.0446,0.775316,2.76058,0.232139
2,306,3,1.25419,0.13957,-1.60762,1.44791,-1
2,306,3,1.17816,0.13957,-1.19748,1.59194,1
2,306,3,1.55059,0.13957,-1.37408,1.49127,1
2,306,3,1.59565,2.98023e-08,-1.22164,1.7063,0
2,306,3,1.43375,0.13957,-1.52797,1.67657,1
2,306,3,3.00947,1.26441e-07,-1.39342,1.78346,0
2,306,3,1.68396,0.13957,-1.47903,1.59555,-1
2,306,3,4.28332,1.57699e-07,-1.33497,1.73892,0
2,306,3,2.28759,7.30005e-08,-1.32829,1.72669,0
2,306,3,6.3366,0.13957,-1.42203,1.59829,-1
2,306,3,3.83464,0.13957,-1.42837,1.66337,-1
2,306,3,3.28266,0.13957,-1.3558,1.64445,1
2,306,3,12.3067,0.13957,-1.35903,1.64259,-1
2,306,3,3.00969,0.13957,-1.37534,1.66245,-1
2,306,3,9.87113,0.13957,-1.36529,1.65299,1
2,306,3,20.0548,0.10566,-1.36369,1.65874,1
1,306,3,76.8602,6.5484,-1.37677,1.65369,0.116214
2,306,4,1.75488,2.98023e-08,-0.382885,3.98345,0
2,306,4,4.80633,8.42937e-08,-0.337754,3.99454,0
2,306,4,2.54956,5.96046e-08,-0.361418,4.10239,0
2,306,4,3.83658,5.96046e-08,-0.507444,4.27149,0
2,306,4,2.84395,4.21468e-08,-0.506756,4.25136,0
2,306,4,2.12282,0.13957,-0.489773,4.38874,1
2,306,4,1.11639,0.13957,-0.399367,4.3021,-1
2,306,4,1.23129,0.13957,0.149265,4.43986,-1
2,306,4,3.15519,0.13957,-0.296045,4.34085,-1
2,306,4,1.23963,0.13957,-0.0916787,4.78036,1
2,306,4,3.30128,0.93957,-0.216161,4.64364,0
2,306,4,1.75791,4.21468e-08,0.0148069,4.58642,0
2,306,4,1.50051,0.13957,-0.151923,4.63337,-1
2,306,4,7.28939,0.93827,-0.0515168,4.53551,-1
2,306,4,11.9761,0.13957,-0.14481,4.52824,1
1,306,4,49.3326,14.6285,-0.24631,4.39816,0.0207151
2,306,5,1.52932,0.49761,1.28561,3.17126,0
2,306,5,1.40009,0.13957,1.54077,3.81971,1
2,306,5,1.66825,1.13484e-07,1.54832,3.17192,0
2,306,5,1.28029,0.13957,1.7048,3.25786,-1
2,306,5,1.62004,0.49761,1.84933,3.54861,0
2,306,5,4.33326,0.93827,1.76104,3.53449,-1
2,306,5,2.23879,0.49368,1.56758,3.63151,1
2,306,5,1.08944,-2.98023e-08,1.46214,3.5498,0
2,306,5,2.977,0.13957,1.51326,3.47104,1
2,306,5,14.2528,0.93957,1.56016,3.45224,0
2,306,5,4.83734,0.13957,1.59484,3.44566,1
1,306,5,36.9224,8.13828,1.60005,3.46338,0.156868
#
0,307,2
2,307,1,1.15345,2.10734e-08,-0.00485779,3.11569,0
2,307,1,2.22402,5.96046e-08,0.201024,3.59755,0
2,307,1,1.85218,0.13957,0.655435,3.18094,-1
2,307,1,1.06003,-2.10734e-08,0.111406,3.15269,0
2,307,1,1.36587,-1.49012e-08,0.302378,3.54284,0
2,307,1,1.15967,0.13957,0.139437,3.38614,-1
2,307,1,1.5792,0.13957,0.256246,3.41746,1
2,307,1,3.2982,0.49368,0.266611,3.19073,1
2,307,1,1.27087,0.13957,0.254801,3.22305,-1
2,307,1,8.25739,-1.19209e-07,0.260401,3.26825,0
2,307,1,4.23679,1.03238e-07,0.280104,3.25674,0
2,307,1,4.42042,0.49368,0.282152,3.34983,-1
2,307,1,3.51469,0.13957,0.300733,3.25327,1
2,307,1,11.8506,1.68587e-07,0.331849,3.3455,0
2,307,1,12.9371,0.49368,0.340494,3.35108,-1
2,307,1,3.56176,0.13957,0.412525,3.26346,1
2,307,1,9.08595,0.49761,0.405618,3.28708,0
2,307,1,1.52581,3.65002e-08,0.379765,3.34145,0
2,307,1,1.24688,-2.10734e-08,0.365481,3.33541,0
2,307,1,14.1907,0.13957,0.382563,3.32078,1
2,307,1,23.2742,3.37175e-07,0.396806,3.32136,0
2,307,1,19.1463,5.84004e-07,0.390501,3.32029,0
2,307,1,3.65249,-4.21468e-08,0.352105,3.32552,0
2,307,1,5.34555,0.13957,0.34903,3.32085,-1
2,307,1,5.40398,1.3328e-07,0.347868,3.2988,0
2,307,1,8.53942,1.68587e-07,0.37481,3.30631,0
2,307,1,4.52548,8.42937e-08,0.358524,3.29195,0
2,307,1,19.3322,0.13957,0.368946,3.2971,1
2,307,1,40.4561,0.49761,0.367047,3.29262,0
1,307,1,219.187,18.9124,0.356902,3.30882,0.0842536
2,307,2,3.68886,0.49368,-1.65328,0.480364,-1
2,307,2,2.94528,0.13957,-1.72509,0.182978,-1
2,307,2,1.50024,0.13957,-2.33215,0.230415,1
2,307,2,1.68449,0.13957,-2.26028,0.0568657,-1
2,307,2,6.60818,0.93827,-2.26729,0.19912,-1
2,307,2,4.59428,0.49761,-2.02896,0.397351,0
2,307,2,6.44702,0.49368,-2.19814,0.269188,-1
2,307,2,3.80605,4.61696e-07,-2.16754,0.315736,0
2,307,2,1.1038,7.88495e-08,-2.1339,0.328045,0
2,307,2,12.0545,0.93827,-2.17534,0.257131,1
2,307,2,1.74346,0.13957,-2.16436,0.236623,1
2,307,2,10.9239,0.49368,-2.14747,0.257488,1
2,307,2,16.579,0.93827,-2.12936,0.271265,-1
2,307,2,4.21184,0.49761,-2.02408,0.341965,0
2,307,2,1.59837,0.13957,-1.84384,0.217373,1
2,307,2,3.36384,0.13957,-2.04872,0.278271,1
2,307,2,2.40085,0.13957,-2.00195,0.0848153,-1
2,307,2,4.64314,0.93827,-2.09354,0.226441,1
2,307,2,23.6075,0.93957,-1.97152,0.225778,0
2,307,2,5.44327,0.13957,-2.01514,0.191613,-1
2,307,2,3.64897,0.13957,-1.98761,0.145837,-1
2,307,2,11.6116,0.13957,-1.97721,0.161892,1
2,307,2,9.78632,0.13957,-1.96992,0.197306,-1
2,307,2,23.1792,0.93957,-1.98299,0.176028,0
2,307,2,49.8185,0.13957,-1.96973,0.182584,1
1,307,2,216.55,31.086,-2.03717,0.220617,0.175238
#
0,308,3
2,308,1,1.43447,-2.10734e-08,-0.878823,4.00739,0
2,308,1,2.66477,0.13957,-1.30083,3.83776,-1
2,308,1,6.74846,-2.6656e-07,-1.50679,3.94785,0
2,308,1,2.92964,-8.42937e-08,-1.55478,4.00637,0
2,308,1,1.42677,0.13957,-1.37911,3.90819,1
2,308,1,1.74007,0.13957,-1.10431,4.09574,-1
2,308,1,1.02648,2.10734e-08,-1.47714,4.01158,0
2,308,1,1.63574,0.13957,-1.23412,4.34327,-1
2,308,1,2.71305,1.1151e-07,-1.5169,4.199,0
2,308,1,4.16122,0.13957,-1.51101,4.20742,1
2,308,1,7.12018,-3.15398e-07,-1.49336,4.21872,0
2,308,1,10.6394,0.93957,-1.49942,4.1818,0
2,308,1,1.2493,1.49012e-08,-1.36148,3.98752,0
2,308,1,8.06528,0.13957,-1.28715,4.00315,1
2,308,1,1.58975,-6.664e-08,-1.39232,4.0247,0
2,308,1,3.9233,-1.63234e-07,-1.45314,4.09803,0
2,308,1,4.6681,0.13957,-1.41962,4.06157,1
2,308,1,3.85199,0.13957,-1.25204,4.04248,-1
2,308,1,4.94163,0,-1.32644,4.0373,0
2,308,1,6.39408,-1.19209e-07,-1.36245,4.05471,0
2,308,1,9.94068,0.13957,-1.40349,4.17287,1
2,308,1,1.57086,0,-1.32647,4.08575,0
2,308,1,6.47024,0.13957,-1.3236,4.09422,1
2,308,1,3.00848,0.13957,-1.32445,4.24409,1
2,308,1,1.13759,2.98023e-08,-1.35372,4.18385,0
2,308,1,4.09385,0.13957,-1.33083,4.21693,-1
2,308,1,29.7784,0.13957,-1.31932,4.20847,-1
2,308,1,36.4794,0.93957,-1.29343,4.198,0
2,308,1,6.85305,0.93827,-1.32248,4.15092,-1
2,308,1,73.3297,0.13957,-1.29678,4.17149,1
2,308,1,19.1866,0.93827,-1.31402,4.17163,-1
1,308,1,269.97,32.1139,-1.34243,4.15079,0.152401
2,308,2,1.57549,0.13957,-0.744113,0.763394,-1
2,308,2,4.43548,0.49761,-0.866972,0.70216,0
2,308,2,1.95475,0.13957,-1.0385,0.865552,-1
2,308,2,2.0658,0.93827,-0.890014,1.09695,-1
2,308,2,2.27585,0.13957,-0.936456,0.899817,-1
2,308,2,3.2605,0.93827,-0.913652,1.12649,1
2,308,2,1.96837,0.13957,-0.882924,1.0545,1
2,308,2,9.82549,0.49368,-1.01272,1.00422,1
2,308,2,1.90576,0.13957,-0.981881,1.10863,-1
2,308,2,13.2583,0.49368,-0.995942,1.01168,-1
2,308,2,6.89755,-2.2302e-07,-1.00981,1.06902,0
2,308,2,21.0411,0.13957,-0.977929,1.05766,1
2,308,2,29.6832,0.49368,-0.987203,1.06857,1
2,308,2,19.1958,0.13957,-1.00378,1.06292,-1
2,308,2,13.4151,-3.37175e-07,-0.996675,1.0641,0
2,308,2,70.0814,0.93957,-0.995716,1.05536,0
2,308,2,27.5449,0.13957,-0.990276,1.0594,-1
1,308,2,229.952,21.6081,-0.988434,1.04464,-0.0173531
2,308,3,1.46791,-2.10734e-08,-0.502674,0.211254,0
2,308,3,2.49285,-2.98023e-08,-0.547179,0.156493,0
2,308,3,1.65943,0,-0.840878,0.0693589,0
2,308,3,1.65497,0.13957,-0.907309,0.0756401,1
2,308,3,2.52894,5.16191e-08,-0.678654,0.340137,0
2,308,3,8.26439,0.49368,-0.878298,0.307207,1
2,308,3,4.41911,0.13957,-0.871331,0.537182,1
2,308,3,2.04771,0.13957,-0.903201,0.413377,-1
2,308,3,13.8607,0.49761,-0.86665,0.464945,0
1,308,3,38.0325,7.00713,-0.835526,0.365064,0.320105
#
0,309,6
2,309,1,1.76589,0.13957,1.0852,1.98414,1
2,309,1,1.53493,0.13957,1.58212,1.67214,1
2,309,1,11.6724,0.13957,1.40964,1.78798,-1
2,309,1,9.77032,0.93957,1.41848,1.73513,0
2,309,1,1.14391,0.13957,1.43216,1.71867,-1
2,309,1,15.9492,1.18011e-06,1.44459,1.76164,0
2,309,1,6.46355,5.46286e-07,1.43451,1.75298,0
2,309,1,99.5717,0.93827,1.44926,1.73722,-1
2,309,1,27.9388,0.13957,1.44709,1.74424,1
1,309,1,175.739,10.0169,1.442,1.74615,-0.461567
2,309,2,2.22559,0.13957,-0.808302,5.38948,-1
2,309,2,1.89529,0.13957,-0.736365,5.03244,1
2,309,2,1.30627,0.13957,-1.48856,5.26472,-1
2,309,2,1.80465,-1.54857e-07,-1.5344,5.10929,0
2,309,2,1.29414,0.13957,-0.800067,5.15063,1
2,309,2,2.2498,0.13957,-1.41498,5.27937,-1
2,309,2,1.41482,0.13957,-0.816351,5.14831,1
2,309,2,1.40361,0.13957,-0.878485,5.1422,-1
2,309,2,4.62756,-1.19209e-07,-1.04283,5.31868,0
2,309,2,1.81972,0.13957,-0.89096,4.98119,-1
2,309,2,1.16039,3.65002e-08,-0.90678,5.13119,0
2,309,2,3.06824,4.21468e-08,-0.970811,5.21572,0
2,309,2,3.36348,0.13957,-0.973952,5.16171,1
2,309,2,4.53666,5.96046e-08,-0.955424,5.12402,0
2,309,2,6.19785,-2.38419e-07,-0.946026,5.07895,0
2,309,2,3.80805,-9.42432e-08,-0.949709,5.00575,0
2,309,2,4.14124,0.13957,-0.996693,4.91075,1
2,309,2,3.98667,-8.42937e-08,-0.960461,5.05594,0
2,309,2,6.1369,-1.68587e-07,-0.9686,4.98519,0
2,309,2,1.06392,4.47035e-08,-0.978253,5.03293,0
2,309,2,6.961,0.13957,-0.982002,5.07473,-1
2,309,2,1.14208,-1.49012e-08,-1.0073,5.1261,0
2,309,2,2.9503,0.13957,-1.39826,4.94411,-1
2,309,2,10.936,0.93827,-1.41697,5.0558,-1
2,309,2,3.45037,-1.97686e-07,-1.22816,5.22448,0
2,309,2,5.68779,-2.79571e-07,-1.19904,5.21551,0
2,309,2,4.91194,2.14908e-07,-1.36192,5.10946,0
2,309,2,1.23388,5.96046e-08,-1.30448,4.87449,0
2,309,2,2.58885,0.13957,-1.25262,5.17061,1
2,309,2,1.81405,0.13957,-1.18768,5.16345,1
2,309,2,2.01775,0,-1.0595,5.05558,0
2,309,2,3.69876,0.13957,-1.22077,5.14152,1
2,309,2,1.98436,0.13957,-1.20593,5.11413,-1
2,309,2,4.45299,0.93957,-1.17654,5.095,0
2,309,2,2.66708,0.13957,-1.28176,4.94413,-1
2,309,2,2.97094,1.39785e-07,-1.17477,4.92114,0
2,309,2,1.10247,0.13957,-1.15963,4.95835,1
2,309,2,2.47183,-5.16191e-08,-1.26573,4.96424,0
2,309,2,6.63706,0,-1.19588,4.94301,0
2,309,2,13.6855,0.13957,-1.23092,5.00273,-1
2,309,2,3.7649,-1.83714e-07,-1.23772,4.9985,0
2,309,2,5.21446,0,-1.17961,5.02099,0
2,309,2,9.26705,2.92002e-07,-1.18765,5.00331,0
1,309,2,158.242,33.6084,-1.15811,5.07002,-0.168909
2,309,3,1.06669,6.32203e-08,1.90221,2.99865,0
2,309,3,1.11476,0.13957,1.62667,2.93871,1
2,309,3,3.10246,0.13957,1.9368,2.63643,1
2,309,3,2.17785,0.13957,1.82269,2.56856,-1
2,309,3,2.56918,0.13957,1.73477,2.57744,1
2,309,3,6.29716,1.13406e-06,1.78507,2.67834,0
2,309,3,8.81971,-1.85446e-06,1.71303,2.72682,0
2,309,3,5.07529,-1.03753e-06,1.73317,2.72573,0
2,309,3,10.5261,1.87731e-06,1.72632,2.71114,0
1,309,3,40.6193,4.46144,1.76222,2.70317,0.113096
2,309,4,1.20486,0.13957,-0.357302,5.33847,-1
2,309,4,1.51695,0.13957,-0.338309,5.24623,-1
2,309,4,1.85601,0.13957,-0.663515,5.27856,-1
2,309,4,2.57866,0.49368,-0.53456,5.11684,-1
2,309,4,1.72407,0.13957,-0.646282,4.73946,-1
2,309,4,1.90505,0.49368,-0.450631,4.9347,1
2,309,4,3.17375,9.42432e-08,-0.507768,4.8191,0
2,309,4,1.0799,2.10734e-08,-0.507034,4.89202,0
2,309,4,1.80002,0.93957,-0.636442,4.83207,0
2,309,4,13.4284,0.93957,-0.578826,4.87866,0
2,309,4,3.23799,0.13957,-0.596252,4.90271,1
1,309,4,33.0982,7.82341,-0.560847,4.94208,-0.111549
2,309,5,1.44278,0.93827,0.227861,4.36729,1
2,309,5,1.39145,0.13957,-0.0223814,4.09762,-1
2,309,5,2.79849,0.93827,0.133197,3.7371,1
2,309,5,1.182,0.10566,0.0875575,3.81358,-1
2,309,5,2.20197,-5.16191e-08,0.0932667,3.84494,0
2,309,5,1.43901,-2.10734e-08,0.166961,3.82714,0
2,309,5,2.58481,-4.21468e-08,0.237741,3.8853,0
2,309,5,3.72582,0,0.219978,3.925,0
2,309,5,2.93766,0.13957,0.331398,3.95836,1
2,309,5,1.15961,-2.10734e-08,0.206265,4.04825,0
2,309,5,6.2119,0.13957,0.253284,4.01665,-1
1,309,5,26.8135,6.64136,0.203494,3.94709,-0.059331
2,309,6,1.21862,0.13957,-1.09329,1.75748,1
2,309,6,3.87247,0.13957,-1.37878,1.67615,1
2,309,6,1.84132,0.13957,-1.35028,1.84976,1
2,309,6,1.40558,0.93957,-1.71805,1.90357,0
2,309,6,3.35413,0.13957,-1.42131,1.78221,-1
2,309,6,3.69817,0.93827,-1.45905,1.81814,1
2,309,6,1.20073,0.13957,-1.44351,1.79881,-1
2,309,6,4.67175,1.19209e-07,-1.51949,1.78367,0
2,309,6,3.02916,-8.42937e-08,-1.51647,1.81942,0
1,309,6,24.2509,5.40743,-1.45494,1.78743,0.250113
#
0,310,3
2,310,1,1.52346,0.13957,1.07943,1.66556,-1
2,310,1,1.64728,0.13957,0.846116,2.06799,-1
2,310,1,1.64118,0.13957,1.20845,1.82301,1
2,310,1,5.41131,1.46001e-07,0.960293,1.8005,0
2,310,1,1.15068,0.13957,0.909932,1.93401,1
2,310,1,3.7153,5.96046e-08,0.979268,1.82388,0
2,310,1,10.6768,0.13957,1.0067,1.85208,1
2,310,1,3.30629,0.13957,1.18515,1.95437,1
2,310,1,6.64798,0.13957,1.10253,1.85662,-1
2,310,1,5.69356,0.93827,0.999861,1.92178,-1
2,310,1,7.01393,0.49368,1.05955,1.86962,-1
2,310,1,13.4493,0.93957,1.05691,1.87641,0
2,310,1,2.97123,1.03238e-07,1.13624,1.91001,0
2,310,1,8.2889,0.13957,1.11878,2.01496,1
2,310,1,1.21075,2.10734e-08,1.10149,1.90709,0
2,310,1,6.7092,0.49761,1.03137,1.98848,0
2,310,1,11.5031,0.13957,1.03874,1.92834,-1
2,310,1,13.4204,3.37175e-07,1.07869,1.92009,0
2,310,1,1.98268,-3.65002e-08,1.05405,1.9289,0
2,310,1,17.6515,0.13957,1.04321,1.94669,-1
2,310,1,17.0329,0.49368,1.06415,1.95035,1
2,310,1,8.37208,2.6656e-07,1.11011,1.96099,0
2,310,1,1.65916,5.16191e-08,1.09632,2.00222,0
2,310,1,16.6936,0.49368,1.10018,1.97647,-1
2,310,1,27.3482,0.13957,1.08589,1.98839,1
2,310,1,20.6504,0.13957,1.07324,1.98345,-1
1,310,1,216.997,18.7493,1.06735,1.93685,-0.0900755
2,310,2,2.49079,0.13957,0.0303621,4.37805,1
2,310,2,3.06961,0,0.0279928,4.42887,0
2,310,2,3.15753,0.13957,0.242651,4.68421,1
2,310,2,3.84335,-4.21468e-08,-0.0101355,4.43838,0
2,310,2,1.34467,0.49368,-0.0338711,4.4465,1
2,310,2,7.20968,0.49761,-0.00792621,4.51352,0
2,310,2,7.91724,0.13957,-0.103407,4.54009,-1
2,310,2,1.706,0.13957,-0.0453051,4.56558,-1
2,310,2,3.33383,-8.42937e-08,-0.0538248,4.58958,0
2,310,2,2.45882,0.49368,-0.0525526,4.6231,-1
2,310,2,3.63124,0.93827,-0.180073,4.60857,1
2,310,2,1.53762,0,-0.421616,4.97377,0
2,310,2,4.1961,5.96046e-08,-0.368486,4.97443,0
2,310,2,9.4573,0.93827,-0.0446833,4.8002,1
2,310,2,1.18161,3.94248e-08,-0.196482,4.77629,0
2,310,2,5.94284,0.13957,-0.228841,4.95773,-1
2,310,2,1.12017,2.10734e-08,-0.286509,4.8515,0
2,310,2,6.61727,1.46001e-07,-0.283492,4.87073,0
2,310,2,2.88365,4.21468e-08,-0.272354,4.89956,0
2,310,2,8.80318,0.13957,-0.188112,4.80076,-1
2,310,2,7.52552,0.13957,-0.194324,4.80859,-1
2,310,2,4.2292,0.13957,-0.201406,4.8307,-1
2,310,2,2.58216,-4.21468e-08,-0.152525,4.8435,0
2,310,2,10.0812,0.93827,-0.148214,4.853,-1
2,310,2,1.06674,3.332e-08,-0.152083,4.85189,0
2,310,2,11.5367,0.13957,-0.16158,4.85526,1
2,310,2,2.18601,0.13957,-0.161822,4.90425,-1
2,310,2,19.799,0.93957,-0.184612,4.90639,0
2,310,2,3.03391,5.96046e-08,-0.187679,4.91795,0
2,310,2,7.75273,0.93827,-0.192036,4.87601,1
2,310,2,5.43444,0.13957,-0.216531,4.89939,1
2,310,2,24.9367,0.93957,-0.209781,4.88406,0
2,310,2,6.51407,0,-0.207668,4.8896,0
1,310,2,186.477,36.3901,-0.161326,4.80071,-0.0320533
2,310,3,2.10651,0.93827,-1.44622,6.04839,1
2,310,3,2.6452,0.13957,-1.6843,6.21005,-1
2,310,3,4.18687,0.13957,-1.75373,6.25187,-1
2,310,3,3.23775,-2.2302e-07,-1.61379,0.112053,0
2,310,3,4.31024,2.73143e-07,-1.75303,0.0424976,0
2,310,3,6.45773,0.93827,-1.71144,0.0983525,-1
2,310,3,14.3263,0.13957,-1.72019,0.0852293,1
2,310,3,4.15532,0.13957,-1.71007,0.0311399,-1
2,310,3,13.2888,0.93957,-1.68272,0.0496039,0
2,310,3,1.13196,-9.30577e-08,-1.64929,0.0511296,0
1,310,3,55.7056,8.2555,-1.69884,0.0436449,-0.0181258
#
0,311,2
2,311,1,2.25883,0.49368,-0.310384,0.923684,1
2,311,1,1.49549,0.13957,-0.256219,1.74143,-1
2,311,1,1.3043,0.13957,0.303164,1.55894,-1
2,311,1,1.0424,0.49761,0.0381412,0.987274,0
2,311,1,1.14268,0.13957,0.200533,1.26002,-1
2,311,1,2.06595,0.13957,0.146835,1.2166,-1
2,311,1,1.10087,2.10734e-08,0.0552589,1.51457,0
2,311,1,1.52506,0.13957,-0.0013212,1.14039,1
2,311,1,4.95195,-8.42937e-08,0.109574,1.26357,0
2,311,1,4.14694,0.13957,0.114491,1.36311,1
2,311,1,3.02223,-5.96046e-08,0.0795037,1.24588,0
2,311,1,3.54207,9.42432e-08,-0.0888359,1.51374,0
2,311,1,4.58394,0.13957,-0.000190141,1.20833,1
2,311,1,1.6295,-2.98023e-08,0.0331186,1.25344,0
2,311,1,1.36487,2.58096e-08,-0.0922125,1.1845,0
2,311,1,1.91273,4.21468e-08,-0.0476861,1.48219,0
2,311,1,2.01303,2.98023e-08,-0.168192,1.21375,0
2,311,1,9.49959,0.13957,0.0258986,1.34153,-1
2,311,1,2.80272,-6.664e-08,-0.0294616,1.24496,0
2,311,1,4.08799,0.13957,0.00151779,1.35047,1
2,311,1,2.30124,0.13957,-0.174272,1.25967,1
2,311,1,1.81516,0.93957,-0.173906,1.25916,0
2,311,1,3.70035,0.49368,-0.112407,1.26885,1
2,311,1,1.99156,0.13957,-0.188224,1.33563,-1
2,311,1,1.99614,0.13957,-0.113155,1.42572,-1
2,311,1,1.99056,2.98023e-08,-0.18438,1.35463,0
2,311,1,10.3451,0.13957,-0.0637805,1.34845,-1
2,311,1,7.30878,0.49761,-0.0707386,1.33071,0
2,311,1,1.34219,0,-0.163747,1.35566,0
2,311,1,26.6181,0.93957,-0.108412,1.33387,0
2,311,1,20.5047,0.93827,-0.134001,1.37716,1
2,311,1,4.71264,8.42937e-08,-0.142149,1.36722,0
2,311,1,5.3191,0,-0.123604,1.34035,0
2,311,1,19.2208,-2.38419e-07,-0.122043,1.35361,0
2,311,1,11.6759,0.13957,-0.123766,1.364,1
1,311,1,175.62,26.545,-0.0781651,1.334,0.141458
2,311,2,3.00498,-5.96046e-08,0.24961,4.0027,0
2,311,2,2.95112,0.93957,-0.566794,4.28214,0
2,311,2,4.75391,0.93957,0.123328,4.03032,0
2,311,2,4.35957,0.93957,0.0830985,4.17693,0
2,311,2,4.24962,0.49368,-0.0323129,4.05177,-1
2,311,2,1.1402,-1.49012e-08,-0.127167,4.49876,0
2,311,2,3.15495,5.96046e-08,-0.384507,4.18404,0
2,311,2,1.6689,0.13957,-0.00215027,4.33553,-1
2,311,2,1.74779,2.98023e-08,-0.0938474,4.40911,0
2,311,2,5.71627,0.13957,-0.229871,4.41789,-1
2,311,2,2.03658,0.13957,-0.0954235,4.39188,1
2,311,2,2.06071,0,-0.273865,4.14251,0
2,311,2,4.40934,0.49761,-0.187691,4.11979,0
2,311,2,2.27282,5.16191e-08,-0.213307,4.12762,0
2,311,2,4.36284,5.96046e-08,-0.286002,4.20099,0
2,311,2,2.0166,5.16191e-08,-0.251955,4.35319,0
2,311,2,2.86069,4.21468e-08,-0.0726957,4.31197,0
2,311,2,1.53726,4.21468e-08,-0.175761,4.36149,0
2,311,2,15.6803,0.49368,-0.139642,4.33525,1
2,311,2,2.43498,0,-0.18874,4.1591,0
2,311,2,8.3075,0.13957,-0.245864,4.24284,-1
2,311,2,6.26815,0.13957,-0.219539,4.19351,-1
2,311,2,3.64988,4.21468e-08,-0.202055,4.18814,0
2,311,2,5.9665,0.13957,-0.22293,4.2675,-1
2,311,2,2.27749,2.98023e-08,-0.222767,4.2622,0
2,311,2,6.79922,2.06477e-07,-0.21253,4.23231,0
2,311,2,9.28508,0.13957,-0.186952,4.29311,-1
2,311,2,6.96231,-1.46001e-07,-0.197034,4.29805,0
2,311,2,5.72536,0.49368,-0.124096,4.29963,-1
2,311,2,3.02912,9.42432e-08,-0.102981,4.28291,0
2,311,2,5.18495,0,-0.187779,4.21569,0
2,311,2,4.5325,-5.96046e-08,-0.173132,4.24395,0
2,311,2,6.51603,-1.19209e-07,-0.158503,4.26402,0
2,311,2,5.95174,0.13957,-0.133332,4.20429,1
2,311,2,6.27711,0.13957,-0.114936,4.24517,1
2,311,2,11.3087,0.13957,-0.127047,4.22742,1
1,311,2,169.769,27.9506,-0.161266,4.24475,-0.0348052
#
0,312,4
2,312,1,2.08339,0.13957,0.780305,3.36039,-1
2,312,1,3.34587,0.13957,0.523703,3.71314,1
2,312,1,5.83152,0.13957,0.899945,3.51895,1
2,312,1,2.39043,0.13957,0.523969,3.52952,-1
2,312,1,1.85209,-1.24672e-07,0.749125,3.79709,0
2,312,1,8.58596,0.13957,0.609946,3.74232,-1
2,312,1,3.55023,0,0.837805,3.71242,0
2,312,1,7.73084,0.13957,0.864038,3.54144,1
2,312,1,1.585,0.13957,0.607712,3.48446,1
2,312,1,3.5925,0.13957,0.791326,3.48467,-1
2,312,1,10.1297,2.92002e-07,0.829369,3.55487,0
2,312,1,3.23223,9.42432e-08,0.814793,3.53633,0
2,312,1,5.75386,0.13957,0.607545,3.69325,-1
2,312,1,3.72157,0.13957,0.641576,3.70949,1
2,312,1,6.41899,0.13957,0.771557,3.53734,-1
2,312,1,4.34572,0.13957,0.794016,3.60068,1
2,312,1,5.84185,0.13957,0.724201,3.5189,-1
2,312,1,2.8265,-1.1151e-07,0.753986,3.67404,0
2,312,1,3.71214,7.30005e-08,0.752916,3.66599,0
2,312,1,5.17913,1.46001e-07,0.62101,3.63574,0
2,312,1,6.40418,2.06477e-07,0.625628,3.58351,0
2,312,1,5.82399,0,0.632551,3.61404,0
2,312,1,18.7302,0.13957,0.672686,3.5748,1
2,312,1,5.56671,-1.3328e-07,0.73362,3.64678,0
2,312,1,14.0826,0.13957,0.705173,3.64166,1
2,312,1,26.0645,0.13957,0.702995,3.60724,-1
2,312,1,9.26648,3.57628e-07,0.70191,3.61543,0
1,312,1,177.209,19.8651,0.717444,3.60509,-0.00764533
2,312,2,5.10271,0.13957,0.745985,6.21143,-1
2,312,2,1.06101,0.13957,0.562849,6.16508,-1
2,312,2,1.00053,0.13957,0.326229,0.00516038,-1
2,312,2,3.11592,0.49368,0.686928,6.23095,1
2,312,2,1.79412,-4.21468e-08,0.489599,6.22571,0
2,312,2,1.62867,0.13957,0.729434,0.313176,-1
2,312,2,1.73233,0.13957,0.705664,0.208911,1
2,312,2,9.13772,0.13957,0.606189,0.0832964,-1
2,312,2,4.7706,-1.46001e-07,0.481515,0.101967,0
2,312,2,4.80052,0.13957,0.631524,0.26933,1
2,312,2,7.57607,0.13957,0.498362,0.279505,-1
