type, event, jet, pt, mass, eta, phi, charge
2,35,2,2.03021,0,0.176748,2.3601,0
2,35,2,1.22539,2.98023e-08,0.0483481,2.25619,0
2,35,2,4.62575,0.13957,0.133564,2.02325,1
2,35,2,1.13645,1.49012e-08,0.112821,2.29837,0
2,35,2,2.29995,0,0.306179,2.08213,0
2,35,2,1.93123,5.16191e-08,0.113671,2.19761,0
2,35,2,8.54316,0.13957,0.173679,2.09849,1
2,35,2,2.17824,-5.96046e-08,0.2868,2.15053,0
2,35,2,3.05862,0.13957,0.239694,2.15485,-1
2,35,2,8.72495,-1.68587e-07,0.258682,2.16349,0
2,35,2,15.8797,0.93827,0.233657,2.19988,1
2,35,2,9.95135,0.93827,0.232363,2.22568,-1
2,35,2,5.67906,-1.68587e-07,0.246234,2.22147,0
1,35,2,74.6384,10.0354,0.207424,2.18407,0.220545
2,35,3,1.44486,0.93827,0.194425,1.56701,1
2,35,3,1.77716,0.49761,0.0701361,1.67392,0
2,35,3,1.70832,0.13957,-0.340991,1.74234,-1
2,35,3,1.22825,0.49368,-0.502887,1.56236,-1
2,35,3,1.23755,2.58096e-08,-0.00730712,1.55081,0
2,35,3,1.52473,0.13957,-0.252032,1.27138,1
2,35,3,1.04435,0.13957,-0.370996,1.41872,-1
2,35,3,2.2869,0.13957,-0.195067,1.33931,1
2,35,3,1.78431,0.13957,-0.115579,1.52443,1
2,35,3,6.91926,0.49368,-0.137364,1.52909,1
2,35,3,3.75247,0,-0.128989,1.42454,0
2,35,3,6.5179,0.13957,-0.152437,1.42446,-1
2,35,3,4.75879,0.49368,-0.223264,1.53332,-1
2,35,3,1.5181,-2.10734e-08,-0.180358,1.49652,0
2,35,3,10.718,0.49368,-0.245115,1.48783,-1
2,35,3,4.97502,0.13957,-0.260946,1.44553,1
2,35,3,4.66094,1.88486e-07,-0.212795,1.43277,0
2,35,3,7.49685,2.6656e-07,-0.235074,1.42777,0
1,35,3,65.1403,11.9782,-0.195364,1.47736,-0.10773
2,35,4,1.00567,2.98023e-08,-1.00803,0.868914,0
2,35,4,1.50353,6.98926e-08,-1.2669,0.935527,0
2,35,4,1.12739,-2.10734e-08,-1.42986,1.26228,0
2,35,4,1.64714,4.21468e-08,-0.909038,1.62028,0
2,35,4,1.31212,0.13957,-1.27076,1.5996,-1
2,35,4,1.60019,0.13957,-1.18686,1.63004,-1
2,35,4,1.25492,0.13957,-1.35707,1.17588,-1
2,35,4,1.95507,3.65002e-08,-1.08628,1.56484,0
2,35,4,4.7665,0.13957,-1.04532,1.54791,-1
2,35,4,1.44278,0.13957,-1.26801,1.47142,1
2,35,4,4.4704,0.49368,-0.987347,1.5062,1
2,35,4,2.89907,0.49368,-1.07665,1.04271,1
2,35,4,3.33259,0.13957,-1.03457,1.11624,1
2,35,4,2.35073,0.49368,-0.942157,1.26637,-1
2,35,4,2.75257,-1.07454e-07,-1.08605,1.13819,0
2,35,4,1.20012,-2.98023e-08,-1.15384,1.16847,0
2,35,4,1.49595,-2.98023e-08,-1.1476,1.18158,0
2,35,4,1.81879,1.03238e-07,-1.03833,1.2018,0
2,35,4,4.98508,0.13957,-1.03406,1.21639,-1
2,35,4,1.96633,0.13957,-1.06328,1.28022,-1
2,35,4,4.56258,-1.3328e-07,-1.05859,1.35617,0
2,35,4,1.09032,2.58096e-08,-1.14349,1.28724,0
2,35,4,3.90045,0.13957,-1.10725,1.39257,-1
2,35,4,1.4404,0.13957,-1.14275,1.41016,-1
2,35,4,4.78077,0.13957,-1.18192,1.36017,1
2,35,4,3.25058,0.13957,-1.19301,1.35958,1
1,35,4,62.8874,13.9957,-1.1161,1.32415,-0.0532061
#
0,36,4
2,36,1,1.15241,-2.10734e-08,0.696359,3.90001,0
2,36,1,1.30221,-5.77119e-08,0.499135,3.73044,0
2,36,1,4.00744,-1.57699e-07,0.517065,3.67413,0
2,36,1,1.8657,1.17332e-07,0.422332,3.6267,0
2,36,1,71.6374,0.13957,0.440347,3.62194,1
2,36,1,26.5468,0.13957,0.4331,3.6126,-1
2,36,1,61.1516,3.16298e-06,0.431211,3.6177,0
1,36,1,167.605,6.21177,0.440021,3.62294,0.268935
2,36,2,1.2139,-1.84919e-07,-0.590295,0.350746,0
2,36,2,2.44334,5.96046e-08,-0.0971961,0.490416,0
2,36,2,2.32717,0.13957,-0.211277,0.460796,-1
2,36,2,27.2769,0.13957,-0.326535,0.353226,1
2,36,2,44.3132,0.13957,-0.299218,0.356814,-1
1,36,2,77.5414,4.95233,-0.304971,0.362769,-0.249611
2,36,3,1.37815,1.49012e-08,0.476596,0.43813,0
2,36,3,7.51541,1.46001e-07,0.523022,0.788722,0
2,36,3,9.97125,-2.06477e-07,0.551935,0.804116,0
2,36,3,25.4852,0.49761,0.54225,0.792642,0
2,36,3,8.25496,1.19209e-07,0.547534,0.789904,0
1,36,3,52.5202,3.15215,0.541289,0.78472,0
2,36,4,1.4777,0.13957,-1.60793,0.291085,-1
2,36,4,2.98618,0.13957,-1.53899,0.246615,-1
2,36,4,5.48195,1.88486e-07,-1.47512,0.306166,0
2,36,4,4.35517,0.13957,-1.49647,0.351861,1
2,36,4,12.5563,0.13957,-1.53727,0.314751,1
2,36,4,6.67956,0.13957,-1.50066,0.323554,1
2,36,4,12.2896,0.13957,-1.51624,0.320527,-1
2,36,4,2.28377,9.88431e-08,-1.51228,0.314788,0
1,36,4,48.0993,2.0019,-1.51764,0.314878,0.142123
#
0,37,3
2,37,1,1.66794,1.24672e-07,-1.82623,4.77813,0
2,37,1,20.7334,-2.75989e-06,-2.04571,4.86337,0
2,37,1,159.773,-1.1284e-05,-2.04711,4.86148,0
1,37,1,182.168,4.10441,-2.04515,4.86094,0
2,37,2,124.238,0.13957,-2.32803,1.35605,-1
2,37,2,56.2,0.13957,-2.33672,1.34865,1
1,37,2,180.437,1,-2.33075,1.35374,-0.377073
2,37,3,1.14829,0.49368,-2.49058,2.394,1
2,37,3,1.85337,0.13957,-1.92555,2.82503,-1
2,37,3,6.22901,6.41962e-07,-2.1207,2.70337,0
2,37,3,10.9854,0.13957,-2.22227,2.65454,1
2,37,3,1.95895,0.13957,-2.11744,2.63266,1
2,37,3,17.3401,0.13957,-2.19591,2.58953,-1
2,37,3,3.63136,0.13957,-2.14605,2.63794,1
2,37,3,43.6822,0.13957,-2.15576,2.60157,-1
1,37,3,86.7165,7.8778,-2.1709,2.6174,-0.520009
#
0,38,2
2,38,1,4.73596,0.13957,-0.00733313,5.84024,1
2,38,1,7.09935,0.13957,0.00755124,6.00507,-1
2,38,1,221.498,-4.67203e-06,0.00193783,5.93919,0
2,38,1,17.5355,-4.76837e-07,0.00280566,5.94117,0
1,38,1,250.83,4.60934,0.00198263,5.93932,-0.00942086
2,38,2,2.64874,0.13957,-0.850428,2.2986,1
2,38,2,5.89464,0.13957,-0.738466,2.35869,1
2,38,2,2.54751,0.13957,-0.687346,2.50507,1
2,38,2,11.4565,0.13957,-0.806222,2.4627,-1
2,38,2,2.45193,0.13957,-0.714909,2.84092,1
2,38,2,1.72458,0.13957,-1.17772,2.84546,-1
2,38,2,2.2869,-9.42432e-08,-0.949433,2.95858,0
2,38,2,72.1545,0.13957,-0.942224,2.81383,1
2,38,2,131.162,0.13957,-0.94767,2.80564,-1
1,38,2,230.719,30.7917,-0.935326,2.7738,-0.252427
#
0,39,5
2,39,1,1.15505,2.10734e-08,-0.159769,5.15307,0
2,39,1,97.445,0.13957,0.00369635,5.41097,-1
2,39,1,163.198,0.13957,0.00699198,5.41781,1
1,39,1,261.757,5.46333,0.00502735,5.4141,0.251159
2,39,2,2.62337,6.664e-08,0.0866668,2.5763,0
2,39,2,59.2105,0.13957,0.106536,2.57567,-1
2,39,2,108.648,0.13957,0.111904,2.5763,1
2,39,2,11.2379,0,0.111007,2.58135,0
1,39,2,181.72,0.780047,0.109736,2.57641,0.272055
2,39,3,3.99498,0.49761,-2.15812,1.64701,0
2,39,3,1.43515,1.44472e-07,-2.15101,1.62009,0
2,39,3,1.21892,0.13957,-1.53358,2.0685,1
2,39,3,6.31308,0.13957,-1.68258,1.97993,1
2,39,3,1.16186,4.94216e-08,-1.72365,1.92669,0
2,39,3,1.07578,0.13957,-1.99003,1.61597,-1
2,39,3,4.28491,0.13957,-1.58533,1.84547,1
2,39,3,2.65821,0.13957,-1.60623,1.87876,-1
2,39,3,1.95177,-1.9992e-07,-1.81116,1.77349,0
2,39,3,1.46217,0.13957,-1.89242,1.61158,-1
2,39,3,2.51146,0.93957,-1.54192,1.50718,0
2,39,3,1.3952,0.13957,-1.48615,1.49391,-1
2,39,3,7.14598,0.13957,-1.58264,1.56697,1
2,39,3,1.1277,-2.58096e-08,-1.55065,1.61875,0
2,39,3,4.75662,0.13957,-1.65675,1.41658,1
2,39,3,1.50047,2.98023e-08,-1.66884,1.405,0
2,39,3,1.14653,0.13957,-1.77809,1.45506,-1
2,39,3,2.45424,0.13957,-1.68745,1.48995,-1
2,39,3,1.57715,9.18569e-08,-1.72391,1.55089,0
2,39,3,3.00439,0.93957,-1.74796,1.54752,0
2,39,3,3.93432,1.46001e-07,-1.71178,1.52924,0
1,39,3,55.1064,16.0015,-1.74302,1.65306,0.241083
2,39,4,1.73184,0.13957,-1.66084,2.41031,-1
2,39,4,4.77382,0.13957,-1.63465,2.34103,1
2,39,4,10.7538,0.93957,-1.57542,2.38044,0
2,39,4,13.2472,0.93827,-1.60299,2.39209,1
1,39,4,30.5014,2.43612,-1.60196,2.38103,0.533955
2,39,5,1.0054,1.49012e-08,-0.954819,6.18266,0
2,39,5,1.25798,0.13957,-0.985029,0.184216,1
2,39,5,2.00804,-4.21468e-08,-0.881736,6.24334,0
2,39,5,1.72373,0.13957,-0.97448,0.0522572,1
2,39,5,3.46885,0.13957,-0.884601,0.0715826,-1
2,39,5,11.4861,0.13957,-0.909725,0.0629618,-1
1,39,5,20.9176,1.56853,-0.916362,0.0531084,-0.571512
#
0,40,3
2,40,1,1.42279,2.10734e-08,-0.0774358,1.15087,0
2,40,1,1.48005,-2.98023e-08,0.015041,1.16057,0
2,40,1,1.30524,0.13957,-0.0786768,1.06264,1
2,40,1,4.04754,0.13957,0.0760317,1.11666,-1
2,40,1,1.99675,4.71216e-08,0.0470472,1.05599,0
2,40,1,45.4675,0.13957,0.0825383,1.00314,1
2,40,1,231.321,0.13957,0.0858725,0.994748,-1
1,40,1,286.969,8.40761,0.0830383,1.00015,-0.657034
2,40,2,1.20606,0.13957,0.555428,4.49578,1
2,40,2,3.69633,0.13957,0.888832,4.49906,-1
2,40,2,19.2223,0.13957,0.817454,4.50741,-1
2,40,2,1.03038,-1.666e-07,0.812514,4.49032,0
2,40,2,33.9277,0.13957,0.810784,4.4993,1
2,40,2,187.823,6.03157e-06,0.808944,4.49934,0
1,40,2,246.905,5.65346,0.809961,4.49991,0.0494731
2,40,3,2.01394,0.13957,0.349566,3.20848,-1
2,40,3,3.38228,0,-0.533027,3.30469,0
2,40,3,1.63954,2.10734e-08,-0.270895,2.74345,0
2,40,3,8.14041,-1.68587e-07,-0.251919,2.77515,0
2,40,3,1.63532,0.13957,-0.326851,2.87651,1
2,40,3,1.35489,0.13957,0.222295,3.21757,1
2,40,3,1.89811,0.49368,-0.199669,2.83952,1
2,40,3,1.67295,-3.65002e-08,-0.159681,2.87936,0
2,40,3,1.69899,0.93957,-0.270945,2.91939,0
2,40,3,1.20976,-2.10734e-08,-0.102233,3.38203,0
2,40,3,2.38553,-2.98023e-08,0.0234393,3.31356,0
2,40,3,3.74761,0.93827,0.115358,3.1519,1
2,40,3,7.77139,0.93957,-0.200318,3.28283,0
2,40,3,1.38512,0.13957,-0.293463,3.09945,-1
2,40,3,2.11353,0.49761,-0.229351,3.23111,0
2,40,3,2.98807,0.13957,0.0508931,3.16396,1
2,40,3,5.13168,-5.96046e-08,-0.122052,3.24402,0
2,40,3,1.64336,0,-0.131221,2.95565,0
2,40,3,1.77648,0.13957,-0.210857,3.10807,1
2,40,3,2.35187,0.13957,-0.0848407,3.21181,1
2,40,3,1.259,2.10734e-08,0.0181176,3.0906,0
2,40,3,5.94433,1.46001e-07,-0.15592,3.04908,0
2,40,3,1.97101,0.13957,-0.040695,3.16239,-1
2,40,3,2.34733,-2.98023e-08,-0.0896821,3.0254,0
2,40,3,5.16422,0.13957,-0.0378911,3.09425,1
2,40,3,8.78901,0.13957,-0.0273481,3.08957,-1
2,40,3,1.14714,-2.10734e-08,-0.115846,3.06036,0
2,40,3,4.41172,0.13957,-0.110542,3.12796,-1
2,40,3,7.54836,8.42937e-08,-0.0823859,3.09833,0
2,40,3,8.00835,1.68587e-07,-0.0997231,3.09923,0
2,40,3,9.52229,1.68587e-07,-0.116172,3.1012,0
1,40,3,110.894,25.1216,-0.11884,3.09682,0.0209344
#
0,41,2
2,41,1,1.03476,-2.10734e-08,0.600519,3.35608,0
2,41,1,1.04357,-2.58096e-08,0.635603,2.8736,0
2,41,1,174.272,0.13957,0.71759,2.97138,-1
2,41,1,78.0017,0.13957,0.71272,2.97795,1
1,41,1,254.271,6.84359,0.715504,2.97452,-0.378493
2,41,2,2.29139,0.13957,-0.56684,5.98031,1
2,41,2,27.2777,0.13957,-0.597591,6.07962,1
2,41,2,62.9657,0.13957,-0.594891,6.08688,-1
2,41,2,31.1093,-1.26159e-06,-0.59672,6.08764,0
2,41,2,20.5276,7.90745e-07,-0.603998,6.08807,0
2,41,2,41.4281,-1.26159e-06,-0.600459,6.08725,0
2,41,2,49.5695,1.90735e-06,-0.6003,6.08601,0
1,41,2,235.156,3.08883,-0.598124,6.08509,-0.142011
#
0,42,7
2,42,1,1.29958,0.13957,0.325406,1.98147,1
2,42,1,1.84676,0.93827,0.398697,1.29486,-1
2,42,1,3.80701,0.93957,0.536499,1.59909,0
2,42,1,4.80164,0.93957,0.337702,1.57536,0
2,42,1,1.03785,-2.10734e-08,0.393145,1.57651,0
2,42,1,14.2047,0,0.403656,1.61006,0
2,42,1,47.1555,0.13957,0.415379,1.60862,1
2,42,1,91.7985,0.93957,0.418511,1.62136,0
2,42,1,64.2906,0.13957,0.419167,1.61921,-1
2,42,1,42.6631,0.13957,0.421335,1.6132,-1
2,42,1,45.3755,0.13957,0.424478,1.62101,1
2,42,1,124.664,0,0.428484,1.6162,0
2,42,1,101.384,-1.90735e-06,0.429456,1.6169,0
1,42,1,544.138,27.4738,0.422928,1.61613,-0.0275018
2,42,2,2.26151,0.13957,0.464879,0.387539,1
2,42,2,11.1754,0.13957,0.410719,0.251238,-1
2,42,2,4.63592,-1.03238e-07,0.423274,0.245357,0
2,42,2,4.41774,0.13957,0.396663,6.23111,-1
2,42,2,10.1547,0.13957,0.53394,6.26732,1
2,42,2,132.43,-4.67203e-06,0.495053,6.2424,0
2,42,2,107.228,-3.30362e-06,0.495403,6.24132,0
2,42,2,24.1186,0.13957,0.490987,6.24561,-1
2,42,2,59.578,0.13957,0.490564,6.24477,1
1,42,2,355.176,25.4463,0.491394,6.25865,0.0906814
2,42,3,1.27697,2.58096e-08,0.468804,2.74309,0
2,42,3,1.27496,-2.10734e-08,0.569061,2.76087,0
2,42,3,2.25074,2.98023e-08,0.455042,3.44289,0
2,42,3,1.13155,2.98023e-08,0.491276,2.85317,0
2,42,3,3.26881,0.13957,0.891639,3.42644,1
2,42,3,7.20701,0.13957,0.638271,2.92765,1
2,42,3,6.51457,0.49368,0.792486,3.33946,-1
2,42,3,3.73539,8.42937e-08,0.6226,2.95273,0
2,42,3,2.9579,0.49368,0.838685,3.22422,1
2,42,3,1.08431,0,0.707984,3.01942,0
2,42,3,5.01879,-5.96046e-08,0.727331,3.03638,0
2,42,3,5.66863,-8.42937e-08,0.746483,3.05292,0
2,42,3,2.7059,5.96046e-08,0.659552,3.04414,0
2,42,3,5.75394,0.13957,0.689704,3.06385,-1
2,42,3,15.9612,0.13957,0.690126,3.05526,-1
2,42,3,16.3952,0.13957,0.667996,3.07485,1
2,42,3,1.92924,4.71216e-08,0.67201,3.1019,0
2,42,3,1.00057,3.332e-08,0.66754,3.09315,0
2,42,3,24.8261,0.93957,0.656045,3.09259,0
2,42,3,12.5439,0.13957,0.660755,3.09257,1
2,42,3,2.83304,5.96046e-08,0.746259,3.10823,0
2,42,3,8.98364,0.13957,0.707237,3.1008,-1
2,42,3,17.9715,0.93957,0.692121,3.10959,0
2,42,3,7.58549,0.13957,0.640921,3.13131,-1
2,42,3,21.8712,0.93827,0.653897,3.13354,1
2,42,3,2.65637,0.13957,0.689661,3.12489,-1
2,42,3,1.95656,5.16191e-08,0.652041,3.27651,0
2,42,3,6.65931,1.88486e-07,0.623098,3.23011,0
2,42,3,3.69845,7.30005e-08,0.629475,3.20367,0
2,42,3,11.9087,0.13957,0.709227,3.25129,-1
2,42,3,8.38307,2.06477e-07,0.731961,3.17559,0
2,42,3,4.59142,5.96046e-08,0.725045,3.19622,0
2,42,3,13.0061,0.13957,0.694088,3.22076,1
2,42,3,5.33467,0.13957,0.676984,3.20502,1
2,42,3,8.39117,0.13957,0.691974,3.20474,1
2,42,3,43.8913,0.13957,0.691195,3.19854,-1
2,42,3,4.82752,-5.96046e-08,0.688287,3.19752,0
2,42,3,1.4009,4.21468e-08,0.700731,3.2111,0
2,42,3,34.103,0.93827,0.69822,3.20708,-1
1,42,3,331.116,36.1706,0.688141,3.14724,-0.139471
2,42,4,2.34541,5.96046e-08,0.258099,5.35648,0
2,42,4,9.61397,6.63729e-07,-0.125202,5.13565,0
2,42,4,4.61771,-2.52881e-07,-0.109952,5.04619,0
2,42,4,10.8202,-5.71708e-07,-0.105838,5.06483,0
2,42,4,106.96,-1.90735e-06,-0.117921,5.09285,0
2,42,4,11.9991,4.4604e-07,-0.116301,5.08074,0
2,42,4,9.45117,2.06477e-07,-0.109468,5.09001,0
2,42,4,33.4167,1.43051e-06,-0.115551,5.08743,0
2,42,4,65.229,9.53674e-07,-0.113109,5.08597,0
1,42,4,254.352,11.6722,-0.112176,5.09168,0
2,42,5,1.27003,0.13957,-0.55237,4.23615,-1
2,42,5,4.61804,0.13957,-0.799342,4.55044,-1
2,42,5,21.5775,0.13957,-0.878034,4.57989,1
2,42,5,169.615,0.13957,-0.889415,4.5704,-1
1,42,5,197.008,8.28112,-0.884427,4.56885,-0.781029
2,42,6,1.5966,0.13957,0.0414897,4.29818,1
2,42,6,15.351,0.13957,0.189901,4.20168,-1
2,42,6,1.42309,0,-0.0356083,4.24957,0
2,42,6,2.42509,0.13957,-0.1099,4.08287,1
2,42,6,1.36736,0.13957,0.030762,4.14207,-1
2,42,6,2.04726,-4.21468e-08,0.00450991,4.13083,0
2,42,6,1.386,0.13957,-0.0549669,3.99478,-1
2,42,6,24.6319,0.13957,0.0585716,4.01036,1
2,42,6,3.4863,-9.42432e-08,0.0266141,4.08539,0
1,42,6,53.4792,6.86345,0.0783182,4.09555,0.196394
2,42,7,3.37793,0.93827,1.03534,3.58023,1
2,42,7,5.70095,0.93957,1.19144,3.63991,0
2,42,7,2.48341,0.000511,1.23721,3.60239,-1
2,42,7,1.24867,-3.332e-08,1.24037,3.59374,0
2,42,7,3.6502,0.000511,1.24264,3.59584,1
2,42,7,4.35293,-2.38419e-07,1.29965,3.60332,0
2,42,7,3.72754,-1.83714e-07,1.30502,3.57024,0
1,42,7,24.5347,4.00398,1.22429,3.60192,0.185184
#
0,43,2
2,43,1,1.62819,0.13957,-0.440525,3.33551,1
2,43,1,1.70055,0,-0.486412,2.98116,0
2,43,1,1.45971,-3.65002e-08,-0.499007,3.06592,0
2,43,1,293.067,8.52992e-06,-0.49703,3.08895,0
2,43,1,19.1436,-2.38419e-07,-0.501181,3.09498,0
1,43,1,316.94,6.59882,-0.497033,3.08989,0.00513626
2,43,2,1.40368,0.13957,-0.482407,5.51917,-1
2,43,2,1.39507,0.13957,-0.704684,5.78671,1
2,43,2,4.89203,-1.3328e-07,-0.603842,5.86035,0
2,43,2,112.353,0.13957,-0.609346,5.88102,1
2,43,2,26.4066,0.13957,-0.605289,5.88716,-1
2,43,2,69.0025,-1.3487e-06,-0.609345,5.88752,0
2,43,2,20.6708,0,-0.610034,5.89103,0
1,43,2,236.023,7.93809,-0.60892,5.88139,0.363953
#
0,44,1
2,44,1,1.44303,-5.5755e-08,0.833634,0.983027,0
2,44,1,3.42055,0.13957,0.239665,0.710007,1
2,44,1,1.98901,0.13957,0.252069,0.700087,1
2,44,1,1.25929,0.13957,0.33838,0.715332,-1
2,44,1,1.46165,0.93957,0.323386,0.906308,0
2,44,1,1.51354,0.93827,0.450891,0.800112,-1
2,44,1,5.82984,8.42937e-08,0.436066,0.955244,0
2,44,1,5.38346,-1.19209e-07,0.458877,0.947487,0
1,44,1,22.1619,6.49077,0.415857,0.867651,0.118237
#
0,45,2
2,45,1,2.94836,-8.42937e-08,0.0989744,2.62093,0
2,45,1,1.3073,-2.98023e-08,-0.209124,2.78479,0
2,45,1,2.26259,-5.16191e-08,-0.106391,2.6726,0
2,45,1,1.45964,3.65002e-08,-0.439064,2.3331,0
2,45,1,2.51072,0.93957,-0.241562,2.42432,0
2,45,1,4.59531,0.13957,-0.416672,2.27598,-1
2,45,1,2.27569,0.13957,-0.317382,2.16087,1
2,45,1,6.77513,0.13957,-0.301634,2.24039,1
2,45,1,1.64785,0,-0.232822,2.27986,0
2,45,1,6.41011,-3.15398e-07,-0.239225,2.27175,0
2,45,1,73.7235,0.13957,-0.256199,2.28092,1
2,45,1,40.0926,0.13957,-0.263527,2.28491,-1
2,45,1,1.23654,0.49761,-0.308524,2.30587,0
2,45,1,9.9519,0.13957,-0.29059,2.30164,-1
2,45,1,5.76091,8.42937e-08,-0.272934,2.29746,0
2,45,1,3.37807,4.21468e-08,-0.282341,2.30026,0
2,45,1,48.1763,0.13957,-0.279617,2.29693,1
2,45,1,186.709,3.8147e-06,-0.282718,2.2949,0
1,45,1,400.688,30.4269,-0.273633,2.29645,0.190196
2,45,2,1.1383,2.10734e-08,0.448063,5.20096,0
2,45,2,11.2391,0.13957,0.501742,5.30597,-1
2,45,2,3.64869,0.13957,0.400508,5.25298,1
2,45,2,2.00015,-2.98023e-08,0.272002,5.44566,0
2,45,2,19.4272,0.13957,0.27275,5.45663,-1
2,45,2,181.52,0.13957,0.255275,5.47328,-1
2,45,2,157.143,0.13957,0.253001,5.46807,1
2,45,2,15.5854,0.13957,0.255459,5.46611,1
1,45,2,391.432,22.8174,0.264813,5.46234,-0.0914209
#
0,46,3
2,46,1,22.0564,0.13957,1.12706,6.17803,-1
2,46,1,2.44762,0.13957,1.24858,6.17231,1
2,46,1,1.04487,0.13957,1.13642,5.95557,-1
2,46,1,4.9668,0.13957,1.22611,6.07433,1
2,46,1,22.7246,0.13957,1.30914,5.91221,1
2,46,1,156.464,0.13957,1.32431,5.91325,-1
1,46,1,208.913,22.5819,1.30262,5.9478,-0.712557
2,46,2,1.63849,0.13957,0.0678953,3.06454,1
2,46,2,1.11597,-2.58096e-08,0.130706,2.87201,0
2,46,2,1.75026,5.16191e-08,-0.0178904,2.62942,0
2,46,2,2.81985,-6.664e-08,0.00958225,2.83185,0
2,46,2,5.45478,0.13957,-0.144581,2.81457,-1
2,46,2,2.32092,-2.98023e-08,-0.0431664,2.83276,0
2,46,2,4.30218,0.13957,-0.127366,2.85475,-1
2,46,2,12.7892,0.13957,-0.115308,2.83618,1
2,46,2,5.82018,-1.19209e-07,-0.0955046,2.83648,0
2,46,2,26.718,-4.76837e-07,-0.0863678,2.83718,0
2,46,2,7.65435,-2.06477e-07,-0.0889318,2.84627,0
2,46,2,4.42377,0.13957,-0.0868401,2.84391,1
2,46,2,20.9303,2.38419e-07,-0.0856164,2.84368,0
2,46,2,1.01166,0,-0.0468917,2.48665,0
2,46,2,34.7465,0.49368,-0.263947,2.48013,-1
2,46,2,32.5709,0.49368,-0.267497,2.48309,1
1,46,2,163.422,33.5164,-0.16167,2.69231,0.0416631
2,46,3,2.57429,0.13957,-0.801427,3.35802,1
2,46,3,4.6081,-1.97686e-07,-1.00464,3.11393,0
2,46,3,7.8696,0.13957,-1.03428,3.18032,1
2,46,3,1.57492,0.13957,-0.98917,3.33861,-1
2,46,3,15.8063,0.13957,-0.946444,3.25447,-1
2,46,3,8.51894,0.93827,-0.946569,3.21523,1
1,46,3,40.8758,4.07059,-0.964907,3.22598,0.0386207
#
0,47,4
2,47,1,5.32626,0.13957,2.45159,6.22192,-1
2,47,1,6.37699,0.13957,2.45516,6.1783,1
2,47,1,1.42823,-2.2102e-07,2.42796,5.98923,0
2,47,1,7.42791,8.30197e-07,2.40575,6.22804,0
2,47,1,1.77251,0.13957,2.35585,0.0200396,-1
2,47,1,5.87946,7.15256e-07,2.38682,6.23573,0
2,47,1,1.26197,0.13957,1.89631,0.0568986,1
2,47,1,1.06029,0.13957,2.24911,0.0355449,-1
2,47,1,2.11413,0.13957,2.26201,0.0107118,1
2,47,1,4.38842,0.13957,2.18662,6.14614,1
2,47,1,18.7263,0.13957,2.20067,6.1037,-1
2,47,1,42.2367,0.13957,2.23314,6.09407,1
2,47,1,2.17132,0.49761,1.85242,6.20455,0
2,47,1,2.32132,9.88431e-08,1.98041,6.09551,0
2,47,1,2.79125,-2.04314e-07,2.00309,6.11627,0
2,47,1,8.77425,-5.19621e-07,1.98619,6.12485,0
2,47,1,25.0863,-1.68587e-06,1.99102,6.11386,0
2,47,1,20.0615,-4.12953e-07,1.98506,6.1167,0
2,47,1,40.8112,-2.97785e-06,1.98729,6.11585,0
1,47,1,199.751,34.8043,2.14154,6.12933,0.147452
2,47,2,3.7708,0.13957,0.507622,2.08891,1
2,47,2,35.3501,0.13957,0.489692,2.01463,-1
2,47,2,24.0663,0.13957,0.508005,1.96454,-1
2,47,2,135.066,0.13957,0.507197,1.98068,1
1,47,2,198.211,4.43799,0.504291,1.98683,0.4006
2,47,3,3.59738,0.13957,1.6868,4.04988,-1
2,47,3,2.12639,0.13957,1.64847,4.33277,1
2,47,3,1.40344,-1.49012e-08,1.73258,3.98241,0
2,47,3,1.49644,1.17332e-07,2.05238,3.87752,0
2,47,3,1.1383,-9.88431e-08,1.80069,4.08566,0
2,47,3,1.5356,0.13957,1.89216,4.16722,-1
2,47,3,3.59199,-2.30848e-07,2.10057,4.08203,0
2,47,3,1.9434,0.13957,2.07093,4.09085,1
2,47,3,1.11822,0.13957,2.0774,4.12017,-1
2,47,3,1.08325,0.13957,2.25293,4.33657,1
2,47,3,5.95211,0.13957,2.05213,4.28832,-1
2,47,3,1.2643,-2.30848e-07,2.18044,4.25049,0
2,47,3,7.86482,0.93957,2.16719,4.24026,0
2,47,3,9.39582,-2.38419e-07,2.08671,4.27499,0
2,47,3,3.75079,-3.9312e-07,2.13674,4.31488,0
2,47,3,5.99304,3.67428e-07,2.1046,4.27313,0
2,47,3,11.0513,0.93827,2.11856,4.26776,1
2,47,3,23.5741,2.05095e-06,2.12206,4.26448,0
2,47,3,3.58308,2.88944e-07,2.13674,4.2647,0
2,47,3,45.9402,0.13957,2.1336,4.28152,1
2,47,3,21.1645,1.46971e-06,2.12548,4.29011,0
1,47,3,158.169,20.6011,2.10499,4.25586,0.31495
2,47,4,2.29232,0.13957,-0.489134,2.91859,-1
2,47,4,1.46621,-2.10734e-08,-0.13937,3.20404,0
2,47,4,2.40055,0.13957,-0.427411,3.21844,1
2,47,4,1.994,0.13957,-0.398774,3.35973,-1
2,47,4,17.6781,0.93827,-0.414616,3.30697,1
2,47,4,28.1929,0.93827,-0.414088,3.2916,-1
1,47,4,53.8527,5.56703,-0.411614,3.27801,-0.229538
#
0,48,3
2,48,1,1.1694,0.49368,-0.822042,4.3513,1
2,48,1,1.72937,0,-0.196505,4.45681,0
2,48,1,1.16644,0.13957,-0.159657,4.92772,-1
2,48,1,74.8501,0.13957,-0.529753,4.75496,-1
